22;26.11.18 19:33;;;;;;;
22;08.12.18 04:46;;;;;;;
22;08.12.18 04:46;;;;;;;
22;11.12.18 22:54;;;;;;;
22;11.12.18 23:02;;;;;;;
22;23.03.19 12:00;;;;;;;
22;08.05.19 22:40;;;;;;;
22;15.10.19 03:19;;;;;;;
22;12.05.20 23:23;;;;;;;
22;12.05.20 23:24;;;;;;;
22;19.05.20 04:50;;;;;;;
22;22.05.20 01:36;;;;;;;
22;11.06.20 23:51;;;;;;;
22;17.06.20 17:57;;;;;;;
22;17.06.20 19:07;;;;;;;
22;13.07.20 11:25;;;;;;;
22;20.07.20 04:45;;;;;;;
22;20.07.20 06:25;;;;;;;
22;26.08.20 09:38;;;;;;;
22;31.08.20 18:41;;;;;;;
22;27.09.20 20:14;;;;;;;
22;28.09.20 11:21;;;;;;;
22;08.11.20 03:06;;;;;;;
22;02.12.20 11:13;;;;;;;
22;14.12.20 10:34;;;;;;;
22;14.12.20 12:05;;;;;;;
22;21.12.20 22:24;;;;;;;
22;21.01.21 09:24;;;;;;;
22;21.01.21 16:47;;;;;;;
22;21.01.21 21:29;;;;;;;
22;23.01.21 12:22;;;;;;;
22;23.01.21 23:01;;;;;;;
22;24.01.21 21:27;;;;;;;
22;11.03.21 14:01;;;;;;;
22;15.05.21 02:03;;;;;;;
22;25.06.21 03:46;;;;;;;
22;30.04.22 02:04;;;;;;;
